"trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","calibrationAccuracy","currGazeTime","singleCrossData","totalGazeTime","screenX","screenY","gazerDatasingleDotDuration","stimBot","stimTop","stimLeft","stimRight","webgazerError","stimLocation","trialLength","gazerDatadoubleImageGaze","stimLeftGaze","stimRightGaze","leftStimDims","rightStimDims","currGazeObject","gazerDatadoubleImageKey","stimulusOne","stimulusTwo","stimuliAreas","keyResp","gazerDatadoubleImageDuration","stimulusLeft","stimulusRight","LstimBot","LstimLeft","LstimRight","LstimTop","RstimBot","RstimLeft","RstimRight","RstimTop","gazerDatasingleImageKey","keyStimBot","keyStimTop","keyStimLeft","keyStimRight","upright","singleImageKeyWebgazerError","gazerDatasingleImageDuration","durationStimBot","durationStimTop","durationStimLeft","durationStimRight","singleImageDurationStimulus","singleImageDurationUpright","singleImageDurationWebgazerError"
"Single-Cross-Gaze","10","42407","0.0-6.0-0.2","","","","","","","","","","","","","","","","","","","","","269","[{""startTime"":1689888240995,""x"":1661,""y"":125,""analysisTime"":21},{""startTime"":1689888241027,""x"":1535,""y"":209,""analysisTime"":36},{""startTime"":1689888241073,""x"":1643,""y"":93,""analysisTime"":39},{""startTime"":1689888241123,""x"":1435,""y"":116,""analysisTime"":37},{""startTime"":1689888241170,""x"":1556,""y"":163,""analysisTime"":39},{""startTime"":1689888241220,""x"":1383,""y"":242,""analysisTime"":37},{""startTime"":1689888241267,""x"":475,""y"":135,""analysisTime"":39},{""startTime"":1689888241316,""x"":701,""y"":31,""analysisTime"":25},{""startTime"":1689888241356,""x"":780,""y"":75,""analysisTime"":39},{""startTime"":1689888241405,""x"":636,""y"":172,""analysisTime"":39},{""startTime"":1689888241455,""x"":546,""y"":169,""analysisTime"":37},{""startTime"":1689888241503,""x"":666,""y"":212,""analysisTime"":38},{""startTime"":1689888241552,""x"":666,""y"":212,""analysisTime"":24},{""startTime"":1689888241591,""x"":739,""y"":189,""analysisTime"":26},{""startTime"":1689888241628,""x"":892,""y"":45,""analysisTime"":34},{""startTime"":1689888241672,""x"":705,""y"":46,""analysisTime"":38},{""startTime"":1689888241721,""x"":651,""y"":105,""analysisTime"":38},{""startTime"":1689888241769,""x"":776,""y"":136,""analysisTime"":26},{""startTime"":1689888241806,""x"":714,""y"":199,""analysisTime"":35},{""startTime"":1689888241852,""x"":714,""y"":199,""analysisTime"":25},{""startTime"":1689888241892,""x"":840,""y"":191,""analysisTime"":39},{""startTime"":1689888241942,""x"":854,""y"":102,""analysisTime"":25},{""startTime"":1689888241979,""x"":787,""y"":123,""analysisTime"":34},{""startTime"":1689888242026,""x"":974,""y"":105,""analysisTime"":39},{""startTime"":1689888242075,""x"":660,""y"":134,""analysisTime"":39},{""startTime"":1689888242124,""x"":823,""y"":173,""analysisTime"":39},{""startTime"":1689888242173,""x"":674,""y"":126,""analysisTime"":39},{""startTime"":1689888242222,""x"":830,""y"":181,""analysisTime"":38},{""startTime"":1689888242271,""x"":784,""y"":204,""analysisTime"":38},{""startTime"":1689888242319,""x"":784,""y"":204,""analysisTime"":26},{""startTime"":1689888242358,""x"":815,""y"":186,""analysisTime"":39},{""startTime"":1689888242409,""x"":806,""y"":177,""analysisTime"":30},{""startTime"":1689888242449,""x"":901,""y"":101,""analysisTime"":27},{""startTime"":1689888242493,""x"":883,""y"":271,""analysisTime"":38},{""startTime"":1689888242542,""x"":829,""y"":247,""analysisTime"":38},{""startTime"":1689888242590,""x"":842,""y"":258,""analysisTime"":38},{""startTime"":1689888242648,""x"":817,""y"":269,""analysisTime"":50},{""startTime"":1689888242709,""x"":832,""y"":264,""analysisTime"":35},{""startTime"":1689888242755,""x"":759,""y"":249,""analysisTime"":37},{""startTime"":1689888242803,""x"":822,""y"":263,""analysisTime"":37},{""startTime"":1689888242855,""x"":841,""y"":241,""analysisTime"":39},{""startTime"":1689888242905,""x"":845,""y"":166,""analysisTime"":39},{""startTime"":1689888242955,""x"":929,""y"":204,""analysisTime"":37},{""startTime"":1689888243002,""x"":827,""y"":221,""analysisTime"":40},{""startTime"":1689888243052,""x"":776,""y"":240,""analysisTime"":38},{""startTime"":1689888243105,""x"":714,""y"":311,""analysisTime"":39},{""startTime"":1689888243154,""x"":762,""y"":262,""analysisTime"":38},{""startTime"":1689888243203,""x"":695,""y"":241,""analysisTime"":38},{""startTime"":1689888243252,""x"":695,""y"":241,""analysisTime"":26},{""startTime"":1689888243291,""x"":717,""y"":247,""analysisTime"":40},{""startTime"":1689888243341,""x"":733,""y"":368,""analysisTime"":39},{""startTime"":1689888243391,""x"":693,""y"":350,""analysisTime"":38},{""startTime"":1689888243439,""x"":789,""y"":322,""analysisTime"":39},{""startTime"":1689888243488,""x"":717,""y"":351,""analysisTime"":38},{""startTime"":1689888243537,""x"":788,""y"":263,""analysisTime"":38},{""startTime"":1689888243585,""x"":719,""y"":356,""analysisTime"":25},{""startTime"":1689888243624,""x"":691,""y"":327,""analysisTime"":40},{""startTime"":1689888243674,""x"":798,""y"":351,""analysisTime"":39},{""startTime"":1689888243724,""x"":684,""y"":294,""analysisTime"":39},{""startTime"":1689888243773,""x"":639,""y"":311,""analysisTime"":39},{""startTime"":1689888243822,""x"":766,""y"":296,""analysisTime"":38},{""startTime"":1689888243871,""x"":649,""y"":330,""analysisTime"":38},{""startTime"":1689888243919,""x"":612,""y"":347,""analysisTime"":39},{""startTime"":1689888243968,""x"":577,""y"":334,""analysisTime"":39},{""startTime"":1689888244017,""x"":577,""y"":334,""analysisTime"":26},{""startTime"":1689888244058,""x"":668,""y"":283,""analysisTime"":39},{""startTime"":1689888244107,""x"":717,""y"":397,""analysisTime"":39},{""startTime"":1689888244156,""x"":801,""y"":318,""analysisTime"":38},{""startTime"":1689888244204,""x"":815,""y"":307,""analysisTime"":33},{""startTime"":1689888244248,""x"":773,""y"":308,""analysisTime"":37},{""startTime"":1689888244296,""x"":671,""y"":358,""analysisTime"":26},{""startTime"":1689888244335,""x"":729,""y"":378,""analysisTime"":30},{""startTime"":1689888244375,""x"":636,""y"":355,""analysisTime"":40}]","3420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","11","43985","0.0-6.0-1.2","","","","","","","","","","","","","","","","","","","","","","","","1440","900","[{""startTime"":0,""x"":636,""y"":355,""analysisTime"":19},{""startTime"":31,""x"":736,""y"":360,""analysisTime"":34},{""startTime"":75,""x"":664,""y"":355,""analysisTime"":38},{""startTime"":123,""x"":703,""y"":298,""analysisTime"":40},{""startTime"":174,""x"":855,""y"":227,""analysisTime"":37},{""startTime"":221,""x"":659,""y"":340,""analysisTime"":38},{""startTime"":275,""x"":663,""y"":336,""analysisTime"":38},{""startTime"":324,""x"":517,""y"":315,""analysisTime"":38},{""startTime"":373,""x"":824,""y"":376,""analysisTime"":37},{""startTime"":421,""x"":575,""y"":390,""analysisTime"":39},{""startTime"":498,""x"":635,""y"":367,""analysisTime"":31},{""startTime"":539,""x"":687,""y"":400,""analysisTime"":39},{""startTime"":592,""x"":800,""y"":315,""analysisTime"":26},{""startTime"":629,""x"":698,""y"":418,""analysisTime"":36},{""startTime"":675,""x"":877,""y"":290,""analysisTime"":38},{""startTime"":723,""x"":797,""y"":343,""analysisTime"":39},{""startTime"":772,""x"":832,""y"":328,""analysisTime"":25},{""startTime"":808,""x"":896,""y"":332,""analysisTime"":34},{""startTime"":853,""x"":451,""y"":206,""analysisTime"":26},{""startTime"":893,""x"":868,""y"":190,""analysisTime"":39},{""startTime"":943,""x"":1385,""y"":225,""analysisTime"":37},{""startTime"":991,""x"":800,""y"":304,""analysisTime"":38},{""startTime"":1039,""x"":1010,""y"":329,""analysisTime"":40},{""startTime"":1089,""x"":1259,""y"":306,""analysisTime"":39},{""startTime"":1139,""x"":1259,""y"":306,""analysisTime"":24},{""startTime"":1176,""x"":1350,""y"":248,""analysisTime"":38},{""startTime"":1224,""x"":1604,""y"":333,""analysisTime"":26},{""startTime"":1261,""x"":1432,""y"":325,""analysisTime"":35},{""startTime"":1306,""x"":1300,""y"":162,""analysisTime"":38},{""startTime"":1355,""x"":1216,""y"":285,""analysisTime"":26},{""startTime"":1393,""x"":1395,""y"":309,""analysisTime"":39},{""startTime"":1442,""x"":1425,""y"":228,""analysisTime"":38},{""startTime"":1491,""x"":1590,""y"":209,""analysisTime"":38},{""startTime"":1540,""x"":1463,""y"":205,""analysisTime"":38}]","211.5","161.5","191","241","false","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","12","45157","0.0-6.0-0.3","","","","","","","","","","","","","","","","","","","","","253","[{""startTime"":1689888245994,""x"":1463,""y"":205,""analysisTime"":20},{""startTime"":1689888246025,""x"":1506,""y"":229,""analysisTime"":37},{""startTime"":1689888246073,""x"":1384,""y"":249,""analysisTime"":38},{""startTime"":1689888246123,""x"":1444,""y"":251,""analysisTime"":37},{""startTime"":1689888246170,""x"":1518,""y"":259,""analysisTime"":39},{""startTime"":1689888246221,""x"":1518,""y"":259,""analysisTime"":24},{""startTime"":1689888246257,""x"":900,""y"":145,""analysisTime"":39},{""startTime"":1689888246306,""x"":514,""y"":627,""analysisTime"":39},{""startTime"":1689888246356,""x"":690,""y"":436,""analysisTime"":37},{""startTime"":1689888246403,""x"":772,""y"":341,""analysisTime"":39},{""startTime"":1689888246452,""x"":732,""y"":326,""analysisTime"":26},{""startTime"":1689888246492,""x"":770,""y"":350,""analysisTime"":38},{""startTime"":1689888246540,""x"":737,""y"":366,""analysisTime"":39},{""startTime"":1689888246589,""x"":857,""y"":278,""analysisTime"":38},{""startTime"":1689888246637,""x"":909,""y"":282,""analysisTime"":39},{""startTime"":1689888246686,""x"":714,""y"":243,""analysisTime"":38},{""startTime"":1689888246735,""x"":656,""y"":300,""analysisTime"":38},{""startTime"":1689888246783,""x"":656,""y"":300,""analysisTime"":26},{""startTime"":1689888246823,""x"":679,""y"":298,""analysisTime"":39},{""startTime"":1689888246873,""x"":770,""y"":338,""analysisTime"":39},{""startTime"":1689888246923,""x"":741,""y"":312,""analysisTime"":38},{""startTime"":1689888246971,""x"":642,""y"":335,""analysisTime"":38},{""startTime"":1689888247020,""x"":642,""y"":335,""analysisTime"":25},{""startTime"":1689888247058,""x"":751,""y"":353,""analysisTime"":40},{""startTime"":1689888247136,""x"":740,""y"":380,""analysisTime"":29}]","1171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","13","46738","0.0-6.0-1.3","","","","","","","","","","","","","","","","","","","","","","","","1440","900","[{""startTime"":0,""x"":740,""y"":380,""analysisTime"":21},{""startTime"":32,""x"":876,""y"":337,""analysisTime"":33},{""startTime"":76,""x"":687,""y"":288,""analysisTime"":38},{""startTime"":126,""x"":891,""y"":311,""analysisTime"":37},{""startTime"":173,""x"":794,""y"":297,""analysisTime"":39},{""startTime"":223,""x"":697,""y"":278,""analysisTime"":38},{""startTime"":271,""x"":774,""y"":275,""analysisTime"":26},{""startTime"":308,""x"":782,""y"":279,""analysisTime"":39},{""startTime"":357,""x"":777,""y"":332,""analysisTime"":39},{""startTime"":406,""x"":773,""y"":291,""analysisTime"":38},{""startTime"":456,""x"":790,""y"":246,""analysisTime"":23},{""startTime"":493,""x"":869,""y"":237,""analysisTime"":37},{""startTime"":540,""x"":811,""y"":240,""analysisTime"":25},{""startTime"":576,""x"":922,""y"":289,""analysisTime"":34},{""startTime"":620,""x"":858,""y"":294,""analysisTime"":27},{""startTime"":660,""x"":821,""y"":281,""analysisTime"":38},{""startTime"":708,""x"":833,""y"":301,""analysisTime"":26},{""startTime"":745,""x"":839,""y"":289,""analysisTime"":35},{""startTime"":790,""x"":817,""y"":319,""analysisTime"":39},{""startTime"":839,""x"":646,""y"":589,""analysisTime"":39},{""startTime"":888,""x"":816,""y"":646,""analysisTime"":38},{""startTime"":936,""x"":780,""y"":618,""analysisTime"":26},{""startTime"":976,""x"":693,""y"":641,""analysisTime"":39},{""startTime"":1025,""x"":686,""y"":622,""analysisTime"":37},{""startTime"":1072,""x"":739,""y"":573,""analysisTime"":39},{""startTime"":1122,""x"":648,""y"":600,""analysisTime"":37},{""startTime"":1170,""x"":732,""y"":618,""analysisTime"":25},{""startTime"":1209,""x"":754,""y"":608,""analysisTime"":39},{""startTime"":1258,""x"":779,""y"":607,""analysisTime"":39},{""startTime"":1307,""x"":695,""y"":626,""analysisTime"":39},{""startTime"":1356,""x"":774,""y"":593,""analysisTime"":39},{""startTime"":1405,""x"":806,""y"":597,""analysisTime"":30},{""startTime"":1446,""x"":754,""y"":602,""analysisTime"":38},{""startTime"":1495,""x"":775,""y"":590,""analysisTime"":38},{""startTime"":1543,""x"":790,""y"":613,""analysisTime"":38}]","841.5","791.5","695","745","false","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","14","47000","0.0-6.0-0.4","","","","","","","","","","","","","","","","","","","","","261","[{""startTime"":1689888248747,""x"":839,""y"":628,""analysisTime"":19},{""startTime"":1689888248778,""x"":747,""y"":610,""analysisTime"":34},{""startTime"":1689888248823,""x"":698,""y"":585,""analysisTime"":39},{""startTime"":1689888248872,""x"":730,""y"":611,""analysisTime"":39},{""startTime"":1689888248921,""x"":713,""y"":573,""analysisTime"":38},{""startTime"":1689888248970,""x"":706,""y"":604,""analysisTime"":38}]","261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","15","48552","0.0-6.0-1.4","","","","","","","","","","","","","","","","","","","","","","","","1440","900","[{""startTime"":0,""x"":716,""y"":463,""analysisTime"":32},{""startTime"":43,""x"":769,""y"":477,""analysisTime"":25},{""startTime"":84,""x"":749,""y"":420,""analysisTime"":40},{""startTime"":134,""x"":718,""y"":400,""analysisTime"":38},{""startTime"":183,""x"":905,""y"":441,""analysisTime"":38},{""startTime"":231,""x"":776,""y"":430,""analysisTime"":40},{""startTime"":282,""x"":744,""y"":459,""analysisTime"":38},{""startTime"":358,""x"":636,""y"":496,""analysisTime"":31},{""startTime"":399,""x"":725,""y"":561,""analysisTime"":39},{""startTime"":448,""x"":429,""y"":665,""analysisTime"":39},{""startTime"":497,""x"":601,""y"":480,""analysisTime"":39},{""startTime"":546,""x"":635,""y"":467,""analysisTime"":38},{""startTime"":598,""x"":462,""y"":434,""analysisTime"":39},{""startTime"":647,""x"":645,""y"":363,""analysisTime"":38},{""startTime"":695,""x"":658,""y"":427,""analysisTime"":39},{""startTime"":745,""x"":616,""y"":392,""analysisTime"":38},{""startTime"":793,""x"":571,""y"":371,""analysisTime"":26},{""startTime"":830,""x"":703,""y"":391,""analysisTime"":21},{""startTime"":866,""x"":756,""y"":661,""analysisTime"":39},{""startTime"":917,""x"":764,""y"":660,""analysisTime"":39},{""startTime"":966,""x"":758,""y"":624,""analysisTime"":39},{""startTime"":1015,""x"":717,""y"":608,""analysisTime"":39},{""startTime"":1064,""x"":733,""y"":606,""analysisTime"":26},{""startTime"":1101,""x"":747,""y"":574,""analysisTime"":34},{""startTime"":1145,""x"":930,""y"":613,""analysisTime"":38},{""startTime"":1193,""x"":803,""y"":562,""analysisTime"":26},{""startTime"":1232,""x"":870,""y"":602,""analysisTime"":38},{""startTime"":1282,""x"":958,""y"":616,""analysisTime"":38},{""startTime"":1330,""x"":831,""y"":608,""analysisTime"":38},{""startTime"":1379,""x"":831,""y"":608,""analysisTime"":25},{""startTime"":1416,""x"":800,""y"":677,""analysisTime"":39},{""startTime"":1466,""x"":788,""y"":621,""analysisTime"":37},{""startTime"":1513,""x"":844,""y"":626,""analysisTime"":38}]","841.5","791.5","695","745","false","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","16","48850","0.0-6.0-0.5","","","","","","","","","","","","","","","","","","","","","297","[{""startTime"":1689888250561,""x"":754,""y"":603,""analysisTime"":32},{""startTime"":1689888250603,""x"":854,""y"":608,""analysisTime"":26},{""startTime"":1689888250642,""x"":831,""y"":582,""analysisTime"":25},{""startTime"":1689888250678,""x"":871,""y"":598,""analysisTime"":34},{""startTime"":1689888250722,""x"":818,""y"":586,""analysisTime"":38},{""startTime"":1689888250770,""x"":793,""y"":547,""analysisTime"":39},{""startTime"":1689888250820,""x"":669,""y"":586,""analysisTime"":38}]","297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","17","50408","0.0-6.0-1.5","","","","","","","","","","","","","","","","","","","","","","","","1440","900","[{""startTime"":0,""x"":493,""y"":475,""analysisTime"":32},{""startTime"":42,""x"":609,""y"":451,""analysisTime"":27},{""startTime"":84,""x"":725,""y"":482,""analysisTime"":41},{""startTime"":135,""x"":936,""y"":393,""analysisTime"":39},{""startTime"":185,""x"":843,""y"":390,""analysisTime"":37},{""startTime"":232,""x"":712,""y"":441,""analysisTime"":39},{""startTime"":281,""x"":891,""y"":424,""analysisTime"":40},{""startTime"":331,""x"":758,""y"":395,""analysisTime"":39},{""startTime"":381,""x"":834,""y"":341,""analysisTime"":39},{""startTime"":431,""x"":931,""y"":330,""analysisTime"":37},{""startTime"":479,""x"":690,""y"":373,""analysisTime"":30},{""startTime"":520,""x"":917,""y"":334,""analysisTime"":34},{""startTime"":564,""x"":875,""y"":356,""analysisTime"":39},{""startTime"":613,""x"":854,""y"":356,""analysisTime"":39},{""startTime"":668,""x"":805,""y"":364,""analysisTime"":24},{""startTime"":708,""x"":849,""y"":382,""analysisTime"":48},{""startTime"":766,""x"":787,""y"":395,""analysisTime"":34},{""startTime"":810,""x"":853,""y"":387,""analysisTime"":26},{""startTime"":850,""x"":640,""y"":147,""analysisTime"":39},{""startTime"":899,""x"":706,""y"":154,""analysisTime"":38},{""startTime"":948,""x"":788,""y"":124,""analysisTime"":39},{""startTime"":998,""x"":635,""y"":76,""analysisTime"":37},{""startTime"":1046,""x"":724,""y"":111,""analysisTime"":39},{""startTime"":1095,""x"":744,""y"":113,""analysisTime"":38},{""startTime"":1144,""x"":667,""y"":122,""analysisTime"":26},{""startTime"":1184,""x"":772,""y"":117,""analysisTime"":39},{""startTime"":1234,""x"":704,""y"":134,""analysisTime"":38},{""startTime"":1282,""x"":806,""y"":137,""analysisTime"":39},{""startTime"":1331,""x"":619,""y"":130,""analysisTime"":39},{""startTime"":1380,""x"":786,""y"":104,""analysisTime"":39},{""startTime"":1429,""x"":676,""y"":123,""analysisTime"":26},{""startTime"":1466,""x"":708,""y"":107,""analysisTime"":39},{""startTime"":1518,""x"":687,""y"":124,""analysisTime"":40}]","526.5","476.5","191","241","false","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","18","53173","0.0-6.0-0.6","","","","","","","","","","","","","","","","","","","","","253","[{""startTime"":1689888252416,""x"":687,""y"":124,""analysisTime"":20},{""startTime"":1689888252446,""x"":872,""y"":124,""analysisTime"":35},{""startTime"":1689888252491,""x"":882,""y"":74,""analysisTime"":39},{""startTime"":1689888252540,""x"":955,""y"":110,""analysisTime"":38},{""startTime"":1689888252588,""x"":839,""y"":140,""analysisTime"":38},{""startTime"":1689888252636,""x"":822,""y"":160,""analysisTime"":26},{""startTime"":1689888252673,""x"":972,""y"":275,""analysisTime"":40},{""startTime"":1689888252723,""x"":853,""y"":191,""analysisTime"":38},{""startTime"":1689888252771,""x"":890,""y"":204,""analysisTime"":39},{""startTime"":1689888252820,""x"":866,""y"":199,""analysisTime"":25},{""startTime"":1689888252857,""x"":811,""y"":167,""analysisTime"":39},{""startTime"":1689888252907,""x"":791,""y"":168,""analysisTime"":37},{""startTime"":1689888252955,""x"":761,""y"":154,""analysisTime"":38},{""startTime"":1689888253003,""x"":828,""y"":177,""analysisTime"":27},{""startTime"":1689888253041,""x"":914,""y"":169,""analysisTime"":39},{""startTime"":1689888253090,""x"":910,""y"":202,""analysisTime"":38},{""startTime"":1689888253139,""x"":804,""y"":234,""analysisTime"":39},{""startTime"":1689888253188,""x"":813,""y"":256,""analysisTime"":39},{""startTime"":1689888253237,""x"":782,""y"":225,""analysisTime"":38},{""startTime"":1689888253285,""x"":765,""y"":219,""analysisTime"":39},{""startTime"":1689888253334,""x"":780,""y"":219,""analysisTime"":39},{""startTime"":1689888253384,""x"":793,""y"":224,""analysisTime"":24},{""startTime"":1689888253425,""x"":969,""y"":226,""analysisTime"":39},{""startTime"":1689888253474,""x"":861,""y"":244,""analysisTime"":41},{""startTime"":1689888253525,""x"":862,""y"":258,""analysisTime"":39},{""startTime"":1689888253575,""x"":878,""y"":249,""analysisTime"":38},{""startTime"":1689888253626,""x"":879,""y"":291,""analysisTime"":38},{""startTime"":1689888253674,""x"":912,""y"":242,""analysisTime"":38},{""startTime"":1689888253724,""x"":885,""y"":254,""analysisTime"":45},{""startTime"":1689888253791,""x"":885,""y"":254,""analysisTime"":46},{""startTime"":1689888253848,""x"":736,""y"":253,""analysisTime"":34},{""startTime"":1689888253892,""x"":646,""y"":229,""analysisTime"":43},{""startTime"":1689888253945,""x"":668,""y"":249,""analysisTime"":40},{""startTime"":1689888253996,""x"":730,""y"":263,""analysisTime"":39},{""startTime"":1689888254045,""x"":784,""y"":285,""analysisTime"":37},{""startTime"":1689888254092,""x"":699,""y"":230,""analysisTime"":39},{""startTime"":1689888254141,""x"":679,""y"":251,""analysisTime"":39},{""startTime"":1689888254191,""x"":787,""y"":273,""analysisTime"":38},{""startTime"":1689888254239,""x"":762,""y"":298,""analysisTime"":38},{""startTime"":1689888254293,""x"":754,""y"":335,""analysisTime"":38},{""startTime"":1689888254342,""x"":690,""y"":241,""analysisTime"":38},{""startTime"":1689888254390,""x"":812,""y"":285,""analysisTime"":38},{""startTime"":1689888254439,""x"":629,""y"":284,""analysisTime"":38},{""startTime"":1689888254488,""x"":705,""y"":266,""analysisTime"":38},{""startTime"":1689888254536,""x"":688,""y"":277,""analysisTime"":39},{""startTime"":1689888254585,""x"":723,""y"":272,""analysisTime"":26},{""startTime"":1689888254623,""x"":629,""y"":315,""analysisTime"":39},{""startTime"":1689888254673,""x"":671,""y"":524,""analysisTime"":38},{""startTime"":1689888254721,""x"":644,""y"":931,""analysisTime"":39},{""startTime"":1689888254770,""x"":253,""y"":817,""analysisTime"":25},{""startTime"":1689888254807,""x"":534,""y"":816,""analysisTime"":33},{""startTime"":1689888254851,""x"":529,""y"":802,""analysisTime"":38},{""startTime"":1689888254900,""x"":676,""y"":554,""analysisTime"":28},{""startTime"":1689888254943,""x"":795,""y"":378,""analysisTime"":41},{""startTime"":1689888254995,""x"":897,""y"":389,""analysisTime"":40},{""startTime"":1689888255045,""x"":680,""y"":356,""analysisTime"":39},{""startTime"":1689888255094,""x"":807,""y"":319,""analysisTime"":38},{""startTime"":1689888255143,""x"":813,""y"":338,""analysisTime"":38}]","2765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","19","54738","0.0-6.0-1.6","","","","","","","","","","","","","","","","","","","","","","","","1440","900","[{""startTime"":0,""x"":813,""y"":338,""analysisTime"":20},{""startTime"":31,""x"":707,""y"":329,""analysisTime"":35},{""startTime"":76,""x"":673,""y"":291,""analysisTime"":37},{""startTime"":124,""x"":739,""y"":253,""analysisTime"":38},{""startTime"":172,""x"":744,""y"":230,""analysisTime"":40},{""startTime"":222,""x"":807,""y"":244,""analysisTime"":41},{""startTime"":274,""x"":856,""y"":266,""analysisTime"":39},{""startTime"":323,""x"":750,""y"":266,""analysisTime"":39},{""startTime"":372,""x"":759,""y"":240,""analysisTime"":38},{""startTime"":422,""x"":801,""y"":254,""analysisTime"":38},{""startTime"":470,""x"":672,""y"":277,""analysisTime"":38},{""startTime"":518,""x"":747,""y"":215,""analysisTime"":26},{""startTime"":561,""x"":711,""y"":199,""analysisTime"":40},{""startTime"":612,""x"":749,""y"":293,""analysisTime"":38},{""startTime"":661,""x"":773,""y"":298,""analysisTime"":40},{""startTime"":720,""x"":799,""y"":262,""analysisTime"":28},{""startTime"":760,""x"":762,""y"":243,""analysisTime"":42},{""startTime"":813,""x"":1150,""y"":193,""analysisTime"":38},{""startTime"":862,""x"":1502,""y"":211,""analysisTime"":38},{""startTime"":910,""x"":1636,""y"":157,""analysisTime"":38},{""startTime"":959,""x"":1574,""y"":217,""analysisTime"":39},{""startTime"":1008,""x"":1515,""y"":218,""analysisTime"":38},{""startTime"":1058,""x"":1347,""y"":279,""analysisTime"":40},{""startTime"":1108,""x"":1466,""y"":250,""analysisTime"":39},{""startTime"":1158,""x"":1493,""y"":228,""analysisTime"":37},{""startTime"":1205,""x"":1480,""y"":232,""analysisTime"":38},{""startTime"":1253,""x"":1501,""y"":238,""analysisTime"":26},{""startTime"":1293,""x"":1431,""y"":223,""analysisTime"":39},{""startTime"":1342,""x"":1451,""y"":220,""analysisTime"":39},{""startTime"":1391,""x"":1324,""y"":269,""analysisTime"":38},{""startTime"":1440,""x"":1408,""y"":229,""analysisTime"":38},{""startTime"":1488,""x"":1585,""y"":175,""analysisTime"":26},{""startTime"":1527,""x"":1228,""y"":298,""analysisTime"":38}]","211.5","161.5","191","241","false","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
