"trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","calibrationAccuracy","currGazeTime","singleCrossData","totalGazeTime","screenX","screenY","gazerDatasingleDotDuration","stimBot","stimTop","stimLeft","stimRight","webgazerError","stimLocation","trialLength","gazerDatadoubleImageGaze","stimLeftGaze","stimRightGaze","leftStimDims","rightStimDims","currGazeObject","gazerDatadoubleImageKey","stimulusOne","stimulusTwo","stimuliAreas","keyResp","gazerDatadoubleImageDuration","stimulusLeft","stimulusRight","LstimBot","LstimLeft","LstimRight","LstimTop","RstimBot","RstimLeft","RstimRight","RstimTop","gazerDatasingleImageKey","keyStimBot","keyStimTop","keyStimLeft","keyStimRight","upright","singleImageKeyWebgazerError","gazerDatasingleImageDuration","durationStimBot","durationStimTop","durationStimLeft","durationStimRight","singleImageDurationStimulus","singleImageDurationUpright","singleImageDurationWebgazerError"
"Single-Cross-Gaze","10","36583","0.0-6.0-0.2","","","","","","","","","","","","","","","","","","","","","274","[{""startTime"":1689888499362,""x"":1143,""y"":187,""analysisTime"":20},{""startTime"":1689888499394,""x"":968,""y"":70,""analysisTime"":34},{""startTime"":1689888499440,""x"":899,""y"":-7,""analysisTime"":35},{""startTime"":1689888499486,""x"":934,""y"":99,""analysisTime"":38},{""startTime"":1689888499534,""x"":926,""y"":102,""analysisTime"":39},{""startTime"":1689888499583,""x"":820,""y"":117,""analysisTime"":26},{""startTime"":1689888499625,""x"":771,""y"":227,""analysisTime"":38},{""startTime"":1689888499673,""x"":756,""y"":305,""analysisTime"":38},{""startTime"":1689888499722,""x"":800,""y"":317,""analysisTime"":38},{""startTime"":1689888499771,""x"":783,""y"":322,""analysisTime"":38},{""startTime"":1689888499819,""x"":854,""y"":299,""analysisTime"":27},{""startTime"":1689888499857,""x"":815,""y"":319,""analysisTime"":39},{""startTime"":1689888499907,""x"":748,""y"":308,""analysisTime"":30}]","575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","11","38121","0.0-6.0-1.2","","","","","","","","","","","","","","","","","","","","","","","","1440","718","[{""startTime"":0,""x"":785,""y"":362,""analysisTime"":32},{""startTime"":43,""x"":745,""y"":394,""analysisTime"":25},{""startTime"":81,""x"":798,""y"":380,""analysisTime"":30},{""startTime"":121,""x"":730,""y"":381,""analysisTime"":41},{""startTime"":172,""x"":770,""y"":265,""analysisTime"":38},{""startTime"":221,""x"":860,""y"":307,""analysisTime"":38},{""startTime"":270,""x"":786,""y"":304,""analysisTime"":38},{""startTime"":318,""x"":823,""y"":330,""analysisTime"":38},{""startTime"":366,""x"":764,""y"":312,""analysisTime"":39},{""startTime"":416,""x"":812,""y"":324,""analysisTime"":39},{""startTime"":466,""x"":758,""y"":280,""analysisTime"":37},{""startTime"":514,""x"":740,""y"":272,""analysisTime"":27},{""startTime"":555,""x"":889,""y"":353,""analysisTime"":38},{""startTime"":603,""x"":704,""y"":298,""analysisTime"":37},{""startTime"":651,""x"":811,""y"":333,""analysisTime"":38},{""startTime"":700,""x"":776,""y"":326,""analysisTime"":40},{""startTime"":751,""x"":420,""y"":460,""analysisTime"":38},{""startTime"":799,""x"":251,""y"":636,""analysisTime"":39},{""startTime"":848,""x"":102,""y"":635,""analysisTime"":39},{""startTime"":897,""x"":133,""y"":550,""analysisTime"":26},{""startTime"":937,""x"":171,""y"":684,""analysisTime"":39},{""startTime"":986,""x"":265,""y"":673,""analysisTime"":39},{""startTime"":1035,""x"":385,""y"":592,""analysisTime"":25},{""startTime"":1071,""x"":313,""y"":593,""analysisTime"":36},{""startTime"":1142,""x"":282,""y"":629,""analysisTime"":30},{""startTime"":1183,""x"":317,""y"":617,""analysisTime"":38},{""startTime"":1231,""x"":317,""y"":617,""analysisTime"":25},{""startTime"":1269,""x"":314,""y"":684,""analysisTime"":39},{""startTime"":1318,""x"":225,""y"":691,""analysisTime"":38},{""startTime"":1367,""x"":208,""y"":693,""analysisTime"":38},{""startTime"":1415,""x"":158,""y"":725,""analysisTime"":38},{""startTime"":1463,""x"":204,""y"":685,""analysisTime"":38},{""startTime"":1511,""x"":258,""y"":671,""analysisTime"":26}]","686.796875","636.796875","191","241","false","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","12","38754","0.0-6.0-0.3","","","","","","","","","","","","","","","","","","","","","284","[{""startTime"":1689888501475,""x"":201,""y"":694,""analysisTime"":30},{""startTime"":1689888501516,""x"":255,""y"":679,""analysisTime"":26},{""startTime"":1689888501558,""x"":226,""y"":703,""analysisTime"":39},{""startTime"":1689888501607,""x"":230,""y"":702,""analysisTime"":39},{""startTime"":1689888501657,""x"":199,""y"":700,""analysisTime"":25},{""startTime"":1689888501693,""x"":305,""y"":688,""analysisTime"":34},{""startTime"":1689888501737,""x"":875,""y"":600,""analysisTime"":38},{""startTime"":1689888501786,""x"":863,""y"":440,""analysisTime"":38},{""startTime"":1689888501834,""x"":720,""y"":495,""analysisTime"":26},{""startTime"":1689888501874,""x"":797,""y"":400,""analysisTime"":39},{""startTime"":1689888501923,""x"":857,""y"":356,""analysisTime"":39},{""startTime"":1689888501972,""x"":823,""y"":385,""analysisTime"":38},{""startTime"":1689888502021,""x"":687,""y"":345,""analysisTime"":38},{""startTime"":1689888502069,""x"":738,""y"":361,""analysisTime"":39}]","633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","13","40326","0.0-6.0-1.3","","","","","","","","","","","","","","","","","","","","","","","","1440","718","[{""startTime"":0,""x"":755,""y"":338,""analysisTime"":33},{""startTime"":44,""x"":789,""y"":389,""analysisTime"":25},{""startTime"":81,""x"":803,""y"":377,""analysisTime"":39},{""startTime"":131,""x"":855,""y"":383,""analysisTime"":37},{""startTime"":178,""x"":829,""y"":382,""analysisTime"":39},{""startTime"":228,""x"":863,""y"":397,""analysisTime"":25},{""startTime"":266,""x"":874,""y"":395,""analysisTime"":42},{""startTime"":318,""x"":699,""y"":350,""analysisTime"":26},{""startTime"":355,""x"":746,""y"":373,""analysisTime"":35},{""startTime"":401,""x"":806,""y"":387,""analysisTime"":37},{""startTime"":448,""x"":791,""y"":417,""analysisTime"":39},{""startTime"":498,""x"":804,""y"":421,""analysisTime"":38},{""startTime"":546,""x"":828,""y"":407,""analysisTime"":39},{""startTime"":597,""x"":889,""y"":443,""analysisTime"":39},{""startTime"":648,""x"":730,""y"":411,""analysisTime"":31},{""startTime"":689,""x"":801,""y"":411,""analysisTime"":26},{""startTime"":734,""x"":754,""y"":378,""analysisTime"":41},{""startTime"":786,""x"":823,""y"":353,""analysisTime"":25},{""startTime"":824,""x"":914,""y"":467,""analysisTime"":31},{""startTime"":865,""x"":1008,""y"":490,""analysisTime"":39},{""startTime"":914,""x"":1020,""y"":514,""analysisTime"":39},{""startTime"":964,""x"":1020,""y"":514,""analysisTime"":28},{""startTime"":1008,""x"":1076,""y"":507,""analysisTime"":45},{""startTime"":1063,""x"":1040,""y"":497,""analysisTime"":23},{""startTime"":1099,""x"":1039,""y"":609,""analysisTime"":41},{""startTime"":1150,""x"":1067,""y"":540,""analysisTime"":39},{""startTime"":1199,""x"":1100,""y"":565,""analysisTime"":38},{""startTime"":1247,""x"":1107,""y"":620,""analysisTime"":39},{""startTime"":1297,""x"":1129,""y"":629,""analysisTime"":37},{""startTime"":1345,""x"":1062,""y"":648,""analysisTime"":38},{""startTime"":1394,""x"":1093,""y"":619,""analysisTime"":37},{""startTime"":1441,""x"":1164,""y"":617,""analysisTime"":27},{""startTime"":1484,""x"":1091,""y"":604,""analysisTime"":39},{""startTime"":1534,""x"":1120,""y"":614,""analysisTime"":38}]","686.796875","636.796875","1199","1249","false","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","14","40942","0.0-6.0-0.4","","","","","","","","","","","","","","","","","","","","","270","[{""startTime"":1689888503680,""x"":1120,""y"":614,""analysisTime"":19},{""startTime"":1689888503710,""x"":1186,""y"":630,""analysisTime"":36},{""startTime"":1689888503756,""x"":1109,""y"":578,""analysisTime"":38},{""startTime"":1689888503804,""x"":1003,""y"":638,""analysisTime"":39},{""startTime"":1689888503853,""x"":1035,""y"":595,""analysisTime"":39},{""startTime"":1689888503903,""x"":1035,""y"":595,""analysisTime"":25},{""startTime"":1689888503939,""x"":934,""y"":645,""analysisTime"":38},{""startTime"":1689888503988,""x"":705,""y"":428,""analysisTime"":38},{""startTime"":1689888504037,""x"":704,""y"":492,""analysisTime"":38},{""startTime"":1689888504085,""x"":757,""y"":393,""analysisTime"":26},{""startTime"":1689888504123,""x"":737,""y"":493,""analysisTime"":33},{""startTime"":1689888504166,""x"":788,""y"":414,""analysisTime"":26},{""startTime"":1689888504208,""x"":738,""y"":434,""analysisTime"":39},{""startTime"":1689888504257,""x"":798,""y"":352,""analysisTime"":39}]","616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","15","42523","0.0-6.0-1.4","","","","","","","","","","","","","","","","","","","","","","","","1440","718","[{""startTime"":0,""x"":851,""y"":314,""analysisTime"":20},{""startTime"":31,""x"":770,""y"":359,""analysisTime"":35},{""startTime"":76,""x"":791,""y"":342,""analysisTime"":38},{""startTime"":124,""x"":804,""y"":362,""analysisTime"":27},{""startTime"":162,""x"":812,""y"":331,""analysisTime"":34},{""startTime"":206,""x"":818,""y"":358,""analysisTime"":38},{""startTime"":254,""x"":846,""y"":337,""analysisTime"":26},{""startTime"":291,""x"":780,""y"":333,""analysisTime"":21},{""startTime"":329,""x"":735,""y"":359,""analysisTime"":39},{""startTime"":378,""x"":858,""y"":382,""analysisTime"":39},{""startTime"":429,""x"":863,""y"":363,""analysisTime"":31},{""startTime"":470,""x"":806,""y"":330,""analysisTime"":27},{""startTime"":511,""x"":918,""y"":396,""analysisTime"":39},{""startTime"":561,""x"":763,""y"":403,""analysisTime"":40},{""startTime"":612,""x"":763,""y"":403,""analysisTime"":25},{""startTime"":649,""x"":815,""y"":394,""analysisTime"":34},{""startTime"":695,""x"":858,""y"":371,""analysisTime"":30},{""startTime"":735,""x"":774,""y"":424,""analysisTime"":26},{""startTime"":772,""x"":780,""y"":488,""analysisTime"":22},{""startTime"":813,""x"":951,""y"":301,""analysisTime"":39},{""startTime"":863,""x"":1043,""y"":149,""analysisTime"":39},{""startTime"":913,""x"":1172,""y"":218,""analysisTime"":38},{""startTime"":971,""x"":1045,""y"":186,""analysisTime"":50},{""startTime"":1032,""x"":1072,""y"":172,""analysisTime"":23},{""startTime"":1067,""x"":1036,""y"":188,""analysisTime"":21},{""startTime"":1099,""x"":1158,""y"":161,""analysisTime"":35},{""startTime"":1145,""x"":1259,""y"":196,""analysisTime"":38},{""startTime"":1193,""x"":985,""y"":268,""analysisTime"":25},{""startTime"":1229,""x"":1036,""y"":535,""analysisTime"":34},{""startTime"":1274,""x"":1021,""y"":588,""analysisTime"":25},{""startTime"":1310,""x"":933,""y"":379,""analysisTime"":21},{""startTime"":1345,""x"":1042,""y"":250,""analysisTime"":39},{""startTime"":1395,""x"":1175,""y"":372,""analysisTime"":40},{""startTime"":1446,""x"":1190,""y"":296,""analysisTime"":38},{""startTime"":1494,""x"":1076,""y"":231,""analysisTime"":39},{""startTime"":1543,""x"":987,""y"":273,""analysisTime"":38}]","184.203125","134.203125","1199","1249","false","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","16","43406","0.0-6.0-0.5","","","","","","","","","","","","","","","","","","","","","284","[{""startTime"":1689888505877,""x"":987,""y"":273,""analysisTime"":20},{""startTime"":1689888505909,""x"":945,""y"":269,""analysisTime"":37},{""startTime"":1689888505956,""x"":1084,""y"":227,""analysisTime"":39},{""startTime"":1689888506005,""x"":1111,""y"":260,""analysisTime"":39},{""startTime"":1689888506054,""x"":1005,""y"":243,""analysisTime"":38},{""startTime"":1689888506104,""x"":996,""y"":257,""analysisTime"":36},{""startTime"":1689888506151,""x"":587,""y"":555,""analysisTime"":38},{""startTime"":1689888506199,""x"":852,""y"":702,""analysisTime"":26},{""startTime"":1689888506241,""x"":618,""y"":743,""analysisTime"":39},{""startTime"":1689888506291,""x"":734,""y"":556,""analysisTime"":39},{""startTime"":1689888506340,""x"":824,""y"":514,""analysisTime"":38},{""startTime"":1689888506389,""x"":582,""y"":586,""analysisTime"":38},{""startTime"":1689888506438,""x"":771,""y"":533,""analysisTime"":38},{""startTime"":1689888506486,""x"":781,""y"":448,""analysisTime"":39},{""startTime"":1689888506535,""x"":781,""y"":448,""analysisTime"":25},{""startTime"":1689888506574,""x"":819,""y"":481,""analysisTime"":40},{""startTime"":1689888506624,""x"":745,""y"":451,""analysisTime"":39},{""startTime"":1689888506674,""x"":766,""y"":480,""analysisTime"":37},{""startTime"":1689888506722,""x"":843,""y"":505,""analysisTime"":38}]","883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","17","44990","0.0-6.0-1.5","","","","","","","","","","","","","","","","","","","","","","","","1440","718","[{""startTime"":0,""x"":929,""y"":517,""analysisTime"":20},{""startTime"":31,""x"":708,""y"":516,""analysisTime"":39},{""startTime"":81,""x"":778,""y"":483,""analysisTime"":38},{""startTime"":129,""x"":776,""y"":512,""analysisTime"":38},{""startTime"":179,""x"":865,""y"":495,""analysisTime"":38},{""startTime"":227,""x"":873,""y"":477,""analysisTime"":39},{""startTime"":277,""x"":873,""y"":477,""analysisTime"":24},{""startTime"":312,""x"":852,""y"":513,""analysisTime"":22},{""startTime"":347,""x"":834,""y"":529,""analysisTime"":39},{""startTime"":397,""x"":852,""y"":526,""analysisTime"":39},{""startTime"":447,""x"":864,""y"":504,""analysisTime"":37},{""startTime"":494,""x"":877,""y"":501,""analysisTime"":38},{""startTime"":543,""x"":841,""y"":506,""analysisTime"":38},{""startTime"":601,""x"":840,""y"":537,""analysisTime"":50},{""startTime"":662,""x"":885,""y"":520,""analysisTime"":23},{""startTime"":698,""x"":890,""y"":523,""analysisTime"":41},{""startTime"":749,""x"":817,""y"":503,""analysisTime"":28},{""startTime"":788,""x"":502,""y"":470,""analysisTime"":22},{""startTime"":822,""x"":322,""y"":354,""analysisTime"":35},{""startTime"":867,""x"":190,""y"":76,""analysisTime"":38},{""startTime"":915,""x"":329,""y"":284,""analysisTime"":39},{""startTime"":964,""x"":193,""y"":264,""analysisTime"":39},{""startTime"":1013,""x"":-3,""y"":189,""analysisTime"":38},{""startTime"":1062,""x"":-182,""y"":146,""analysisTime"":38},{""startTime"":1110,""x"":-46,""y"":177,""analysisTime"":38},{""startTime"":1159,""x"":-238,""y"":161,""analysisTime"":38},{""startTime"":1207,""x"":-144,""y"":205,""analysisTime"":26},{""startTime"":1247,""x"":-247,""y"":84,""analysisTime"":40},{""startTime"":1297,""x"":-26,""y"":191,""analysisTime"":39},{""startTime"":1348,""x"":-236,""y"":110,""analysisTime"":40},{""startTime"":1398,""x"":-212,""y"":121,""analysisTime"":39},{""startTime"":1447,""x"":-148,""y"":84,""analysisTime"":39},{""startTime"":1496,""x"":-304,""y"":47,""analysisTime"":38},{""startTime"":1544,""x"":-335,""y"":-6,""analysisTime"":40}]","184.203125","134.203125","191","241","false","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","18","45558","0.0-6.0-0.6","","","","","","","","","","","","","","","","","","","","","286","[{""startTime"":1689888508344,""x"":-335,""y"":-6,""analysisTime"":20},{""startTime"":1689888508375,""x"":-277,""y"":-21,""analysisTime"":37},{""startTime"":1689888508422,""x"":-279,""y"":-28,""analysisTime"":38},{""startTime"":1689888508471,""x"":-279,""y"":-28,""analysisTime"":25},{""startTime"":1689888508507,""x"":75,""y"":83,""analysisTime"":25},{""startTime"":1689888508543,""x"":-333,""y"":-40,""analysisTime"":35},{""startTime"":1689888508588,""x"":578,""y"":304,""analysisTime"":38},{""startTime"":1689888508636,""x"":543,""y"":518,""analysisTime"":39},{""startTime"":1689888508685,""x"":726,""y"":414,""analysisTime"":38},{""startTime"":1689888508734,""x"":736,""y"":459,""analysisTime"":26},{""startTime"":1689888508775,""x"":684,""y"":396,""analysisTime"":38},{""startTime"":1689888508823,""x"":751,""y"":352,""analysisTime"":40},{""startTime"":1689888508875,""x"":767,""y"":388,""analysisTime"":37}]","568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","19","47122","0.0-6.0-1.6","","","","","","","","","","","","","","","","","","","","","","","","1440","718","[{""startTime"":0,""x"":767,""y"":388,""analysisTime"":20},{""startTime"":31,""x"":854,""y"":372,""analysisTime"":36},{""startTime"":77,""x"":865,""y"":332,""analysisTime"":38},{""startTime"":127,""x"":828,""y"":317,""analysisTime"":37},{""startTime"":174,""x"":822,""y"":319,""analysisTime"":26},{""startTime"":212,""x"":835,""y"":306,""analysisTime"":39},{""startTime"":261,""x"":887,""y"":268,""analysisTime"":38},{""startTime"":309,""x"":865,""y"":259,""analysisTime"":39},{""startTime"":359,""x"":839,""y"":241,""analysisTime"":37},{""startTime"":407,""x"":730,""y"":213,""analysisTime"":38},{""startTime"":457,""x"":817,""y"":281,""analysisTime"":24},{""startTime"":501,""x"":717,""y"":288,""analysisTime"":49},{""startTime"":562,""x"":794,""y"":315,""analysisTime"":36},{""startTime"":608,""x"":827,""y"":326,""analysisTime"":41},{""startTime"":660,""x"":809,""y"":388,""analysisTime"":38},{""startTime"":708,""x"":542,""y"":584,""analysisTime"":39},{""startTime"":757,""x"":766,""y"":627,""analysisTime"":25},{""startTime"":796,""x"":1117,""y"":414,""analysisTime"":39},{""startTime"":845,""x"":1086,""y"":227,""analysisTime"":38},{""startTime"":896,""x"":1185,""y"":236,""analysisTime"":30},{""startTime"":936,""x"":1119,""y"":221,""analysisTime"":27},{""startTime"":980,""x"":1166,""y"":180,""analysisTime"":38},{""startTime"":1029,""x"":1123,""y"":69,""analysisTime"":38},{""startTime"":1077,""x"":1209,""y"":100,""analysisTime"":26},{""startTime"":1114,""x"":1123,""y"":109,""analysisTime"":34},{""startTime"":1158,""x"":1006,""y"":95,""analysisTime"":39},{""startTime"":1207,""x"":1063,""y"":123,""analysisTime"":39},{""startTime"":1257,""x"":1063,""y"":123,""analysisTime"":25},{""startTime"":1294,""x"":1156,""y"":107,""analysisTime"":20},{""startTime"":1329,""x"":1122,""y"":50,""analysisTime"":38},{""startTime"":1378,""x"":1178,""y"":53,""analysisTime"":39},{""startTime"":1428,""x"":1073,""y"":57,""analysisTime"":38},{""startTime"":1476,""x"":1115,""y"":57,""analysisTime"":39},{""startTime"":1526,""x"":1152,""y"":95,""analysisTime"":38}]","184.203125","134.203125","1199","1249","false","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cross-Gaze","20","47842","0.0-6.0-0.7","","","","","","","","","","","","","","","","","","","","","253","[{""startTime"":1689888510476,""x"":1202,""y"":126,""analysisTime"":33},{""startTime"":1689888510519,""x"":1185,""y"":140,""analysisTime"":39},{""startTime"":1689888510568,""x"":1159,""y"":151,""analysisTime"":39},{""startTime"":1689888510618,""x"":1105,""y"":201,""analysisTime"":37},{""startTime"":1689888510665,""x"":1172,""y"":86,""analysisTime"":26},{""startTime"":1689888510701,""x"":1038,""y"":250,""analysisTime"":29},{""startTime"":1689888510741,""x"":932,""y"":287,""analysisTime"":36},{""startTime"":1689888510789,""x"":718,""y"":559,""analysisTime"":24},{""startTime"":1689888510824,""x"":849,""y"":662,""analysisTime"":33},{""startTime"":1689888510868,""x"":983,""y"":472,""analysisTime"":38},{""startTime"":1689888510917,""x"":799,""y"":466,""analysisTime"":26},{""startTime"":1689888510958,""x"":761,""y"":430,""analysisTime"":41},{""startTime"":1689888511009,""x"":924,""y"":478,""analysisTime"":40},{""startTime"":1689888511059,""x"":871,""y"":488,""analysisTime"":39},{""startTime"":1689888511108,""x"":748,""y"":442,""analysisTime"":39},{""startTime"":1689888511157,""x"":783,""y"":402,""analysisTime"":39}]","720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Dot-Duration","21","49389","0.0-6.0-1.7","","","","","","","","","","","","","","","","","","","","","","","","1440","718","[{""startTime"":0,""x"":816,""y"":378,""analysisTime"":20},{""startTime"":31,""x"":759,""y"":349,""analysisTime"":34},{""startTime"":75,""x"":774,""y"":376,""analysisTime"":38},{""startTime"":124,""x"":787,""y"":339,""analysisTime"":39},{""startTime"":173,""x"":741,""y"":302,""analysisTime"":39},{""startTime"":223,""x"":759,""y"":335,""analysisTime"":38},{""startTime"":272,""x"":767,""y"":347,""analysisTime"":38},{""startTime"":344,""x"":811,""y"":326,""analysisTime"":30},{""startTime"":385,""x"":780,""y"":322,""analysisTime"":25},{""startTime"":428,""x"":740,""y"":315,""analysisTime"":39},{""startTime"":478,""x"":787,""y"":339,""analysisTime"":46},{""startTime"":535,""x"":722,""y"":326,""analysisTime"":31},{""startTime"":577,""x"":714,""y"":324,""analysisTime"":38},{""startTime"":625,""x"":800,""y"":320,""analysisTime"":39},{""startTime"":675,""x"":782,""y"":318,""analysisTime"":37},{""startTime"":722,""x"":742,""y"":319,""analysisTime"":26},{""startTime"":761,""x"":404,""y"":476,""analysisTime"":39},{""startTime"":811,""x"":434,""y"":597,""analysisTime"":38},{""startTime"":859,""x"":369,""y"":631,""analysisTime"":26},{""startTime"":896,""x"":298,""y"":645,""analysisTime"":34},{""startTime"":941,""x"":274,""y"":589,""analysisTime"":37},{""startTime"":988,""x"":195,""y"":613,""analysisTime"":26},{""startTime"":1027,""x"":110,""y"":694,""analysisTime"":39},{""startTime"":1076,""x"":244,""y"":728,""analysisTime"":38},{""startTime"":1125,""x"":235,""y"":657,""analysisTime"":39},{""startTime"":1175,""x"":260,""y"":652,""analysisTime"":37},{""startTime"":1222,""x"":264,""y"":699,""analysisTime"":26},{""startTime"":1261,""x"":210,""y"":675,""analysisTime"":39},{""startTime"":1310,""x"":147,""y"":725,""analysisTime"":39},{""startTime"":1360,""x"":177,""y"":636,""analysisTime"":39},{""startTime"":1410,""x"":167,""y"":636,""analysisTime"":38},{""startTime"":1458,""x"":142,""y"":705,""analysisTime"":39},{""startTime"":1508,""x"":226,""y"":645,""analysisTime"":38}]","686.796875","636.796875","191","241","false","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","22","51038","0.0-7.0","","","","","","","","","","","","","","","","","1648","SINGLE-DOT-DURATION trials are completed. <p>The next block will contain 5 DOUBLE-IMAGE-GAZE trials. This is the only trial types in which a gaze response is necessary to complete the trial.</p><p>To finish a trial, please gaze at one of the stimuli for 1000ms straight.</p>  Press [space] to continue"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Double-Image-Gaze","23","52159","0.0-8.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","1440","718","","","","","","","","1121","[{""startTime"":0,""x"":729,""y"":185,""analysisTime"":34},{""startTime"":44,""x"":834,""y"":274,""analysisTime"":39},{""startTime"":94,""x"":857,""y"":212,""analysisTime"":38},{""startTime"":142,""x"":857,""y"":212,""analysisTime"":26},{""startTime"":182,""x"":935,""y"":217,""analysisTime"":39},{""startTime"":232,""x"":846,""y"":286,""analysisTime"":39},{""startTime"":283,""x"":822,""y"":200,""analysisTime"":38},{""startTime"":331,""x"":930,""y"":257,""analysisTime"":39},{""startTime"":381,""x"":945,""y"":288,""analysisTime"":37},{""startTime"":428,""x"":957,""y"":289,""analysisTime"":27},{""startTime"":466,""x"":867,""y"":236,""analysisTime"":34},{""startTime"":510,""x"":962,""y"":211,""analysisTime"":38},{""startTime"":559,""x"":920,""y"":168,""analysisTime"":38},{""startTime"":607,""x"":899,""y"":328,""analysisTime"":26},{""startTime"":650,""x"":897,""y"":273,""analysisTime"":39},{""startTime"":701,""x"":918,""y"":186,""analysisTime"":38},{""startTime"":749,""x"":863,""y"":198,""analysisTime"":39},{""startTime"":799,""x"":860,""y"":267,""analysisTime"":39},{""startTime"":849,""x"":943,""y"":191,""analysisTime"":37},{""startTime"":897,""x"":977,""y"":244,""analysisTime"":39},{""startTime"":946,""x"":992,""y"":191,""analysisTime"":38},{""startTime"":994,""x"":950,""y"":238,""analysisTime"":39},{""startTime"":1043,""x"":967,""y"":224,""analysisTime"":25},{""startTime"":1082,""x"":902,""y"":285,""analysisTime"":39}]","./img/birds/bird1.jpeg","./img/birds/bird2.jpeg","{""x"":255,""y"":226.5,""width"":450,""height"":318,""top"":226.5,""right"":705,""bottom"":544.5,""left"":255}","{""x"":705,""y"":226.5,""width"":480,""height"":318,""top"":226.5,""right"":1185,""bottom"":544.5,""left"":705}","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Double-Image-Gaze","24","53243","0.0-8.0-0.1","","","","","","","","","","","","","","","","","","","","","","","","1440","718","","","","","","","","1083","[{""startTime"":0,""x"":902,""y"":285,""analysisTime"":21},{""startTime"":32,""x"":826,""y"":251,""analysisTime"":34},{""startTime"":76,""x"":900,""y"":300,""analysisTime"":39},{""startTime"":125,""x"":977,""y"":308,""analysisTime"":38},{""startTime"":173,""x"":898,""y"":299,""analysisTime"":39},{""startTime"":222,""x"":915,""y"":317,""analysisTime"":25},{""startTime"":260,""x"":934,""y"":283,""analysisTime"":39},{""startTime"":309,""x"":894,""y"":295,""analysisTime"":40},{""startTime"":360,""x"":886,""y"":248,""analysisTime"":37},{""startTime"":408,""x"":852,""y"":293,""analysisTime"":38},{""startTime"":456,""x"":863,""y"":228,""analysisTime"":38},{""startTime"":504,""x"":936,""y"":202,""analysisTime"":38},{""startTime"":552,""x"":939,""y"":218,""analysisTime"":26},{""startTime"":595,""x"":877,""y"":184,""analysisTime"":39},{""startTime"":645,""x"":937,""y"":233,""analysisTime"":38},{""startTime"":694,""x"":907,""y"":222,""analysisTime"":38},{""startTime"":742,""x"":900,""y"":189,""analysisTime"":39},{""startTime"":791,""x"":955,""y"":135,""analysisTime"":40},{""startTime"":842,""x"":905,""y"":199,""analysisTime"":40},{""startTime"":918,""x"":924,""y"":197,""analysisTime"":32},{""startTime"":960,""x"":924,""y"":197,""analysisTime"":27},{""startTime"":998,""x"":958,""y"":242,""analysisTime"":36},{""startTime"":1045,""x"":919,""y"":203,""analysisTime"":38}]","./img/birds/bird5.jpeg","./img/birds/bird6.jpeg","{""x"":255,""y"":226.5,""width"":450,""height"":318,""top"":226.5,""right"":705,""bottom"":544.5,""left"":255}","{""x"":705,""y"":226.5,""width"":480,""height"":318,""top"":226.5,""right"":1185,""bottom"":544.5,""left"":705}","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
